,src_image,annotation,foggy_image
56,erfurt_000030_000019_leftImg8bit.png,erfurt_000030_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000030_000019_leftImg8bit_foggy_beta_0.02.png
57,ulm_000037_000019_leftImg8bit.png,ulm_000037_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000037_000019_leftImg8bit_foggy_beta_0.02.png
58,aachen_000152_000019_leftImg8bit.png,aachen_000152_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000152_000019_leftImg8bit_foggy_beta_0.02.png
59,tubingen_000123_000019_leftImg8bit.png,tubingen_000123_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000123_000019_leftImg8bit_foggy_beta_0.02.png
60,hanover_000000_046732_leftImg8bit.png,hanover_000000_046732_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_046732_leftImg8bit_foggy_beta_0.02.png
61,bremen_000269_000019_leftImg8bit.png,bremen_000269_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000269_000019_leftImg8bit_foggy_beta_0.02.png
62,cologne_000057_000019_leftImg8bit.png,cologne_000057_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000057_000019_leftImg8bit_foggy_beta_0.02.png
63,bremen_000150_000019_leftImg8bit.png,bremen_000150_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000150_000019_leftImg8bit_foggy_beta_0.02.png
64,erfurt_000059_000019_leftImg8bit.png,erfurt_000059_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000059_000019_leftImg8bit_foggy_beta_0.02.png
65,bremen_000289_000019_leftImg8bit.png,bremen_000289_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000289_000019_leftImg8bit_foggy_beta_0.02.png
66,strasbourg_000001_050098_leftImg8bit.png,strasbourg_000001_050098_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_050098_leftImg8bit_foggy_beta_0.02.png
67,bochum_000000_008448_leftImg8bit.png,bochum_000000_008448_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_008448_leftImg8bit_foggy_beta_0.02.png
68,monchengladbach_000000_026602_leftImg8bit.png,monchengladbach_000000_026602_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_026602_leftImg8bit_foggy_beta_0.02.png
69,weimar_000136_000019_leftImg8bit.png,weimar_000136_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000136_000019_leftImg8bit_foggy_beta_0.02.png
70,strasbourg_000001_056857_leftImg8bit.png,strasbourg_000001_056857_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_056857_leftImg8bit_foggy_beta_0.02.png
71,hamburg_000000_030279_leftImg8bit.png,hamburg_000000_030279_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_030279_leftImg8bit_foggy_beta_0.02.png
72,dusseldorf_000197_000019_leftImg8bit.png,dusseldorf_000197_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000197_000019_leftImg8bit_foggy_beta_0.02.png
73,bremen_000200_000019_leftImg8bit.png,bremen_000200_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000200_000019_leftImg8bit_foggy_beta_0.02.png
74,jena_000044_000019_leftImg8bit.png,jena_000044_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000044_000019_leftImg8bit_foggy_beta_0.02.png
75,krefeld_000000_002083_leftImg8bit.png,krefeld_000000_002083_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_002083_leftImg8bit_foggy_beta_0.02.png
76,bochum_000000_004748_leftImg8bit.png,bochum_000000_004748_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_004748_leftImg8bit_foggy_beta_0.02.png
77,hanover_000000_051271_leftImg8bit.png,hanover_000000_051271_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_051271_leftImg8bit_foggy_beta_0.02.png
78,hamburg_000000_039264_leftImg8bit.png,hamburg_000000_039264_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_039264_leftImg8bit_foggy_beta_0.02.png
79,cologne_000136_000019_leftImg8bit.png,cologne_000136_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000136_000019_leftImg8bit_foggy_beta_0.02.png
80,bremen_000031_000019_leftImg8bit.png,bremen_000031_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000031_000019_leftImg8bit_foggy_beta_0.02.png
81,krefeld_000000_003707_leftImg8bit.png,krefeld_000000_003707_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_003707_leftImg8bit_foggy_beta_0.02.png
82,strasbourg_000000_009619_leftImg8bit.png,strasbourg_000000_009619_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_009619_leftImg8bit_foggy_beta_0.02.png
83,strasbourg_000001_013266_leftImg8bit.png,strasbourg_000001_013266_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_013266_leftImg8bit_foggy_beta_0.02.png
84,zurich_000042_000019_leftImg8bit.png,zurich_000042_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000042_000019_leftImg8bit_foggy_beta_0.02.png
85,weimar_000057_000019_leftImg8bit.png,weimar_000057_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000057_000019_leftImg8bit_foggy_beta_0.02.png
86,darmstadt_000007_000019_leftImg8bit.png,darmstadt_000007_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000007_000019_leftImg8bit_foggy_beta_0.02.png
87,strasbourg_000000_015602_leftImg8bit.png,strasbourg_000000_015602_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_015602_leftImg8bit_foggy_beta_0.02.png
88,strasbourg_000001_036697_leftImg8bit.png,strasbourg_000001_036697_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_036697_leftImg8bit_foggy_beta_0.02.png
89,strasbourg_000001_040620_leftImg8bit.png,strasbourg_000001_040620_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_040620_leftImg8bit_foggy_beta_0.02.png
90,dusseldorf_000016_000019_leftImg8bit.png,dusseldorf_000016_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000016_000019_leftImg8bit_foggy_beta_0.02.png
91,bremen_000058_000019_leftImg8bit.png,bremen_000058_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000058_000019_leftImg8bit_foggy_beta_0.02.png
92,strasbourg_000001_048605_leftImg8bit.png,strasbourg_000001_048605_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_048605_leftImg8bit_foggy_beta_0.02.png
93,stuttgart_000177_000019_leftImg8bit.png,stuttgart_000177_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000177_000019_leftImg8bit_foggy_beta_0.02.png
94,tubingen_000042_000019_leftImg8bit.png,tubingen_000042_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000042_000019_leftImg8bit_foggy_beta_0.02.png
95,bremen_000308_000019_leftImg8bit.png,bremen_000308_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000308_000019_leftImg8bit_foggy_beta_0.02.png
96,hanover_000000_000712_leftImg8bit.png,hanover_000000_000712_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_000712_leftImg8bit_foggy_beta_0.02.png
97,aachen_000033_000019_leftImg8bit.png,aachen_000033_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000033_000019_leftImg8bit_foggy_beta_0.02.png
98,strasbourg_000001_025833_leftImg8bit.png,strasbourg_000001_025833_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_025833_leftImg8bit_foggy_beta_0.02.png
99,zurich_000116_000019_leftImg8bit.png,zurich_000116_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000116_000019_leftImg8bit_foggy_beta_0.02.png
100,weimar_000103_000019_leftImg8bit.png,weimar_000103_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000103_000019_leftImg8bit_foggy_beta_0.02.png
101,strasbourg_000001_029980_leftImg8bit.png,strasbourg_000001_029980_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_029980_leftImg8bit_foggy_beta_0.02.png
102,jena_000071_000019_leftImg8bit.png,jena_000071_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000071_000019_leftImg8bit_foggy_beta_0.02.png
103,hanover_000000_050398_leftImg8bit.png,hanover_000000_050398_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_050398_leftImg8bit_foggy_beta_0.02.png
104,bremen_000235_000019_leftImg8bit.png,bremen_000235_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000235_000019_leftImg8bit_foggy_beta_0.02.png
105,hamburg_000000_047057_leftImg8bit.png,hamburg_000000_047057_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_047057_leftImg8bit_foggy_beta_0.02.png
106,bremen_000165_000019_leftImg8bit.png,bremen_000165_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000165_000019_leftImg8bit_foggy_beta_0.02.png
107,cologne_000062_000019_leftImg8bit.png,cologne_000062_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000062_000019_leftImg8bit_foggy_beta_0.02.png
108,bochum_000000_033056_leftImg8bit.png,bochum_000000_033056_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_033056_leftImg8bit_foggy_beta_0.02.png
109,strasbourg_000001_055698_leftImg8bit.png,strasbourg_000001_055698_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_055698_leftImg8bit_foggy_beta_0.02.png
110,strasbourg_000001_016376_leftImg8bit.png,strasbourg_000001_016376_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_016376_leftImg8bit_foggy_beta_0.02.png
111,strasbourg_000000_030941_leftImg8bit.png,strasbourg_000000_030941_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_030941_leftImg8bit_foggy_beta_0.02.png
112,strasbourg_000001_051661_leftImg8bit.png,strasbourg_000001_051661_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_051661_leftImg8bit_foggy_beta_0.02.png
113,monchengladbach_000000_027628_leftImg8bit.png,monchengladbach_000000_027628_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_027628_leftImg8bit_foggy_beta_0.02.png
114,aachen_000167_000019_leftImg8bit.png,aachen_000167_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000167_000019_leftImg8bit_foggy_beta_0.02.png
115,hamburg_000000_016928_leftImg8bit.png,hamburg_000000_016928_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_016928_leftImg8bit_foggy_beta_0.02.png
116,ulm_000002_000019_leftImg8bit.png,ulm_000002_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000002_000019_leftImg8bit_foggy_beta_0.02.png
117,bremen_000185_000019_leftImg8bit.png,bremen_000185_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000185_000019_leftImg8bit_foggy_beta_0.02.png
118,cologne_000082_000019_leftImg8bit.png,cologne_000082_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000082_000019_leftImg8bit_foggy_beta_0.02.png
119,strasbourg_000001_006562_leftImg8bit.png,strasbourg_000001_006562_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_006562_leftImg8bit_foggy_beta_0.02.png
120,dusseldorf_000212_000019_leftImg8bit.png,dusseldorf_000212_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000212_000019_leftImg8bit_foggy_beta_0.02.png
121,jena_000018_000019_leftImg8bit.png,jena_000018_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000018_000019_leftImg8bit_foggy_beta_0.02.png
122,tubingen_000116_000019_leftImg8bit.png,tubingen_000116_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000116_000019_leftImg8bit_foggy_beta_0.02.png
123,stuttgart_000023_000019_leftImg8bit.png,stuttgart_000023_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000023_000019_leftImg8bit_foggy_beta_0.02.png
124,dusseldorf_000142_000019_leftImg8bit.png,dusseldorf_000142_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000142_000019_leftImg8bit_foggy_beta_0.02.png
125,hamburg_000000_102574_leftImg8bit.png,hamburg_000000_102574_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_102574_leftImg8bit_foggy_beta_0.02.png
126,jena_000091_000019_leftImg8bit.png,jena_000091_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000091_000019_leftImg8bit_foggy_beta_0.02.png
127,strasbourg_000000_010372_leftImg8bit.png,strasbourg_000000_010372_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_010372_leftImg8bit_foggy_beta_0.02.png
128,erfurt_000005_000019_leftImg8bit.png,erfurt_000005_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000005_000019_leftImg8bit_foggy_beta_0.02.png
129,strasbourg_000000_033838_leftImg8bit.png,strasbourg_000000_033838_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_033838_leftImg8bit_foggy_beta_0.02.png
130,tubingen_000077_000019_leftImg8bit.png,tubingen_000077_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000077_000019_leftImg8bit_foggy_beta_0.02.png
131,aachen_000006_000019_leftImg8bit.png,aachen_000006_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000006_000019_leftImg8bit_foggy_beta_0.02.png
132,strasbourg_000000_011225_leftImg8bit.png,strasbourg_000000_011225_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_011225_leftImg8bit_foggy_beta_0.02.png
133,hanover_000000_040793_leftImg8bit.png,hanover_000000_040793_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_040793_leftImg8bit_foggy_beta_0.02.png
134,zurich_000097_000019_leftImg8bit.png,zurich_000097_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000097_000019_leftImg8bit_foggy_beta_0.02.png
135,weimar_000082_000019_leftImg8bit.png,weimar_000082_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000082_000019_leftImg8bit_foggy_beta_0.02.png
136,hamburg_000000_005639_leftImg8bit.png,hamburg_000000_005639_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_005639_leftImg8bit_foggy_beta_0.02.png
137,stuttgart_000142_000019_leftImg8bit.png,stuttgart_000142_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000142_000019_leftImg8bit_foggy_beta_0.02.png
138,dusseldorf_000023_000019_leftImg8bit.png,dusseldorf_000023_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000023_000019_leftImg8bit_foggy_beta_0.02.png
139,hamburg_000000_068916_leftImg8bit.png,hamburg_000000_068916_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_068916_leftImg8bit_foggy_beta_0.02.png
140,bochum_000000_010700_leftImg8bit.png,bochum_000000_010700_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_010700_leftImg8bit_foggy_beta_0.02.png
141,jena_000110_000019_leftImg8bit.png,jena_000110_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000110_000019_leftImg8bit_foggy_beta_0.02.png
142,darmstadt_000032_000019_leftImg8bit.png,darmstadt_000032_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000032_000019_leftImg8bit_foggy_beta_0.02.png
143,weimar_000062_000019_leftImg8bit.png,weimar_000062_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000062_000019_leftImg8bit_foggy_beta_0.02.png
144,zurich_000077_000019_leftImg8bit.png,zurich_000077_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000077_000019_leftImg8bit_foggy_beta_0.02.png
145,hanover_000000_045446_leftImg8bit.png,hanover_000000_045446_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_045446_leftImg8bit_foggy_beta_0.02.png
146,tubingen_000097_000019_leftImg8bit.png,tubingen_000097_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000097_000019_leftImg8bit_foggy_beta_0.02.png
147,strasbourg_000001_058373_leftImg8bit.png,strasbourg_000001_058373_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_058373_leftImg8bit_foggy_beta_0.02.png
148,bremen_000004_000019_leftImg8bit.png,bremen_000004_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000004_000019_leftImg8bit_foggy_beta_0.02.png
149,cologne_000103_000019_leftImg8bit.png,cologne_000103_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000103_000019_leftImg8bit_foggy_beta_0.02.png
150,cologne_000071_000019_leftImg8bit.png,cologne_000071_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000071_000019_leftImg8bit_foggy_beta_0.02.png
151,bremen_000176_000019_leftImg8bit.png,bremen_000176_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000176_000019_leftImg8bit_foggy_beta_0.02.png
152,dusseldorf_000138_000019_leftImg8bit.png,dusseldorf_000138_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000138_000019_leftImg8bit_foggy_beta_0.02.png
153,stuttgart_000059_000019_leftImg8bit.png,stuttgart_000059_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000059_000019_leftImg8bit_foggy_beta_0.02.png
154,hanover_000000_032681_leftImg8bit.png,hanover_000000_032681_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_032681_leftImg8bit_foggy_beta_0.02.png
155,ulm_000078_000019_leftImg8bit.png,ulm_000078_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000078_000019_leftImg8bit_foggy_beta_0.02.png
156,monchengladbach_000000_007098_leftImg8bit.png,monchengladbach_000000_007098_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_007098_leftImg8bit_foggy_beta_0.02.png
157,monchengladbach_000000_010860_leftImg8bit.png,monchengladbach_000000_010860_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_010860_leftImg8bit_foggy_beta_0.02.png
