,src_image,annotation
76,zurich_000051_000019_leftImg8bit.png,zurich_000051_000019_leftImg8bit.txt
77,erfurt_000010_000019_leftImg8bit.png,erfurt_000010_000019_leftImg8bit.txt
78,strasbourg_000000_006483_leftImg8bit.png,strasbourg_000000_006483_leftImg8bit.txt
79,dusseldorf_000132_000019_leftImg8bit.png,dusseldorf_000132_000019_leftImg8bit.txt
80,stuttgart_000155_000019_leftImg8bit.png,stuttgart_000155_000019_leftImg8bit.txt
81,hanover_000000_015587_leftImg8bit.png,hanover_000000_015587_leftImg8bit.txt
82,aachen_000162_000019_leftImg8bit.png,aachen_000162_000019_leftImg8bit.txt
83,zurich_000101_000019_leftImg8bit.png,zurich_000101_000019_leftImg8bit.txt
84,hamburg_000000_040021_leftImg8bit.png,hamburg_000000_040021_leftImg8bit.txt
85,bremen_000238_000019_leftImg8bit.png,bremen_000238_000019_leftImg8bit.txt
86,monchengladbach_000000_034930_leftImg8bit.png,monchengladbach_000000_034930_leftImg8bit.txt
87,hamburg_000000_099109_leftImg8bit.png,hamburg_000000_099109_leftImg8bit.txt
88,bochum_000000_001828_leftImg8bit.png,bochum_000000_001828_leftImg8bit.txt
89,strasbourg_000001_022363_leftImg8bit.png,strasbourg_000001_022363_leftImg8bit.txt
90,aachen_000080_000019_leftImg8bit.png,aachen_000080_000019_leftImg8bit.txt
91,dusseldorf_000095_000019_leftImg8bit.png,dusseldorf_000095_000019_leftImg8bit.txt
92,bochum_000000_033531_leftImg8bit.png,bochum_000000_033531_leftImg8bit.txt
93,strasbourg_000001_017844_leftImg8bit.png,strasbourg_000001_017844_leftImg8bit.txt
94,hanover_000000_016558_leftImg8bit.png,hanover_000000_016558_leftImg8bit.txt
95,aachen_000015_000019_leftImg8bit.png,aachen_000015_000019_leftImg8bit.txt
96,strasbourg_000000_019050_leftImg8bit.png,strasbourg_000000_019050_leftImg8bit.txt
97,stuttgart_000009_000019_leftImg8bit.png,stuttgart_000009_000019_leftImg8bit.txt
98,strasbourg_000000_028240_leftImg8bit.png,strasbourg_000000_028240_leftImg8bit.txt
99,monchengladbach_000000_015928_leftImg8bit.png,monchengladbach_000000_015928_leftImg8bit.txt
100,krefeld_000000_028378_leftImg8bit.png,krefeld_000000_028378_leftImg8bit.txt
101,stuttgart_000157_000019_leftImg8bit.png,stuttgart_000157_000019_leftImg8bit.txt
102,strasbourg_000000_014235_leftImg8bit.png,strasbourg_000000_014235_leftImg8bit.txt
103,strasbourg_000001_059675_leftImg8bit.png,strasbourg_000001_059675_leftImg8bit.txt
104,dusseldorf_000064_000019_leftImg8bit.png,dusseldorf_000064_000019_leftImg8bit.txt
105,bochum_000000_031922_leftImg8bit.png,bochum_000000_031922_leftImg8bit.txt
106,bochum_000000_037039_leftImg8bit.png,bochum_000000_037039_leftImg8bit.txt
107,stuttgart_000087_000019_leftImg8bit.png,stuttgart_000087_000019_leftImg8bit.txt
108,strasbourg_000001_049977_leftImg8bit.png,strasbourg_000001_049977_leftImg8bit.txt
109,aachen_000145_000019_leftImg8bit.png,aachen_000145_000019_leftImg8bit.txt
110,bremen_000078_000019_leftImg8bit.png,bremen_000078_000019_leftImg8bit.txt
111,stuttgart_000102_000019_leftImg8bit.png,stuttgart_000102_000019_leftImg8bit.txt
112,krefeld_000000_032614_leftImg8bit.png,krefeld_000000_032614_leftImg8bit.txt
113,hanover_000000_006922_leftImg8bit.png,hanover_000000_006922_leftImg8bit.txt
114,zurich_000016_000019_leftImg8bit.png,zurich_000016_000019_leftImg8bit.txt
115,strasbourg_000001_040981_leftImg8bit.png,strasbourg_000001_040981_leftImg8bit.txt
116,bremen_000195_000019_leftImg8bit.png,bremen_000195_000019_leftImg8bit.txt
117,monchengladbach_000000_002972_leftImg8bit.png,monchengladbach_000000_002972_leftImg8bit.txt
118,strasbourg_000001_031582_leftImg8bit.png,strasbourg_000001_031582_leftImg8bit.txt
119,aachen_000099_000019_leftImg8bit.png,aachen_000099_000019_leftImg8bit.txt
120,stuttgart_000091_000019_leftImg8bit.png,stuttgart_000091_000019_leftImg8bit.txt
121,hanover_000000_028460_leftImg8bit.png,hanover_000000_028460_leftImg8bit.txt
122,hamburg_000000_105123_leftImg8bit.png,hamburg_000000_105123_leftImg8bit.txt
123,erfurt_000053_000019_leftImg8bit.png,erfurt_000053_000019_leftImg8bit.txt
124,krefeld_000000_000442_leftImg8bit.png,krefeld_000000_000442_leftImg8bit.txt
125,hamburg_000000_049558_leftImg8bit.png,hamburg_000000_049558_leftImg8bit.txt
126,bremen_000019_000019_leftImg8bit.png,bremen_000019_000019_leftImg8bit.txt
127,jena_000062_000019_leftImg8bit.png,jena_000062_000019_leftImg8bit.txt
128,monchengladbach_000000_026006_leftImg8bit.png,monchengladbach_000000_026006_leftImg8bit.txt
129,aachen_000173_000019_leftImg8bit.png,aachen_000173_000019_leftImg8bit.txt
130,stuttgart_000059_000019_leftImg8bit.png,stuttgart_000059_000019_leftImg8bit.txt
131,strasbourg_000001_015605_leftImg8bit.png,strasbourg_000001_015605_leftImg8bit.txt
132,monchengladbach_000000_006518_leftImg8bit.png,monchengladbach_000000_006518_leftImg8bit.txt
133,strasbourg_000001_038281_leftImg8bit.png,strasbourg_000001_038281_leftImg8bit.txt
134,darmstadt_000069_000019_leftImg8bit.png,darmstadt_000069_000019_leftImg8bit.txt
135,dusseldorf_000092_000019_leftImg8bit.png,dusseldorf_000092_000019_leftImg8bit.txt
136,jena_000032_000019_leftImg8bit.png,jena_000032_000019_leftImg8bit.txt
137,strasbourg_000001_010755_leftImg8bit.png,strasbourg_000001_010755_leftImg8bit.txt
138,strasbourg_000001_022836_leftImg8bit.png,strasbourg_000001_022836_leftImg8bit.txt
139,bochum_000000_010562_leftImg8bit.png,bochum_000000_010562_leftImg8bit.txt
140,tubingen_000000_000019_leftImg8bit.png,tubingen_000000_000019_leftImg8bit.txt
141,hamburg_000000_061790_leftImg8bit.png,hamburg_000000_061790_leftImg8bit.txt
142,zurich_000082_000019_leftImg8bit.png,zurich_000082_000019_leftImg8bit.txt
143,aachen_000073_000019_leftImg8bit.png,aachen_000073_000019_leftImg8bit.txt
144,dusseldorf_000003_000019_leftImg8bit.png,dusseldorf_000003_000019_leftImg8bit.txt
145,ulm_000054_000019_leftImg8bit.png,ulm_000054_000019_leftImg8bit.txt
146,bremen_000046_000019_leftImg8bit.png,bremen_000046_000019_leftImg8bit.txt
147,ulm_000026_000019_leftImg8bit.png,ulm_000026_000019_leftImg8bit.txt
148,krefeld_000000_012353_leftImg8bit.png,krefeld_000000_012353_leftImg8bit.txt
149,strasbourg_000001_001901_leftImg8bit.png,strasbourg_000001_001901_leftImg8bit.txt
150,hamburg_000000_045908_leftImg8bit.png,hamburg_000000_045908_leftImg8bit.txt
151,erfurt_000028_000019_leftImg8bit.png,erfurt_000028_000019_leftImg8bit.txt
152,cologne_000039_000019_leftImg8bit.png,cologne_000039_000019_leftImg8bit.txt
153,ulm_000067_000019_leftImg8bit.png,ulm_000067_000019_leftImg8bit.txt
154,ulm_000028_000019_leftImg8bit.png,ulm_000028_000019_leftImg8bit.txt
155,bochum_000000_024717_leftImg8bit.png,bochum_000000_024717_leftImg8bit.txt
156,dusseldorf_000090_000019_leftImg8bit.png,dusseldorf_000090_000019_leftImg8bit.txt
157,tubingen_000057_000019_leftImg8bit.png,tubingen_000057_000019_leftImg8bit.txt
158,jena_000112_000019_leftImg8bit.png,jena_000112_000019_leftImg8bit.txt
159,ulm_000069_000019_leftImg8bit.png,ulm_000069_000019_leftImg8bit.txt
160,weimar_000012_000019_leftImg8bit.png,weimar_000012_000019_leftImg8bit.txt
161,bochum_000000_014658_leftImg8bit.png,bochum_000000_014658_leftImg8bit.txt
162,hanover_000000_011471_leftImg8bit.png,hanover_000000_011471_leftImg8bit.txt
163,hanover_000000_025437_leftImg8bit.png,hanover_000000_025437_leftImg8bit.txt
164,weimar_000140_000019_leftImg8bit.png,weimar_000140_000019_leftImg8bit.txt
165,dusseldorf_000201_000019_leftImg8bit.png,dusseldorf_000201_000019_leftImg8bit.txt
166,jena_000002_000019_leftImg8bit.png,jena_000002_000019_leftImg8bit.txt
167,dusseldorf_000152_000019_leftImg8bit.png,dusseldorf_000152_000019_leftImg8bit.txt
168,stuttgart_000110_000019_leftImg8bit.png,stuttgart_000110_000019_leftImg8bit.txt
169,dusseldorf_000123_000019_leftImg8bit.png,dusseldorf_000123_000019_leftImg8bit.txt
170,bremen_000100_000019_leftImg8bit.png,bremen_000100_000019_leftImg8bit.txt
171,zurich_000076_000019_leftImg8bit.png,zurich_000076_000019_leftImg8bit.txt
172,stuttgart_000191_000019_leftImg8bit.png,stuttgart_000191_000019_leftImg8bit.txt
173,tubingen_000025_000019_leftImg8bit.png,tubingen_000025_000019_leftImg8bit.txt
174,ulm_000033_000019_leftImg8bit.png,ulm_000033_000019_leftImg8bit.txt
175,cologne_000133_000019_leftImg8bit.png,cologne_000133_000019_leftImg8bit.txt
176,tubingen_000065_000019_leftImg8bit.png,tubingen_000065_000019_leftImg8bit.txt
177,bochum_000000_007950_leftImg8bit.png,bochum_000000_007950_leftImg8bit.txt
178,bremen_000182_000019_leftImg8bit.png,bremen_000182_000019_leftImg8bit.txt
179,hamburg_000000_064269_leftImg8bit.png,hamburg_000000_064269_leftImg8bit.txt
180,stuttgart_000095_000019_leftImg8bit.png,stuttgart_000095_000019_leftImg8bit.txt
181,tubingen_000121_000019_leftImg8bit.png,tubingen_000121_000019_leftImg8bit.txt
182,hamburg_000000_026675_leftImg8bit.png,hamburg_000000_026675_leftImg8bit.txt
183,hamburg_000000_071675_leftImg8bit.png,hamburg_000000_071675_leftImg8bit.txt
184,weimar_000130_000019_leftImg8bit.png,weimar_000130_000019_leftImg8bit.txt
185,bremen_000242_000019_leftImg8bit.png,bremen_000242_000019_leftImg8bit.txt
186,erfurt_000047_000019_leftImg8bit.png,erfurt_000047_000019_leftImg8bit.txt
187,bremen_000159_000019_leftImg8bit.png,bremen_000159_000019_leftImg8bit.txt
188,darmstadt_000044_000019_leftImg8bit.png,darmstadt_000044_000019_leftImg8bit.txt
189,bremen_000275_000019_leftImg8bit.png,bremen_000275_000019_leftImg8bit.txt
190,aachen_000002_000019_leftImg8bit.png,aachen_000002_000019_leftImg8bit.txt
191,hamburg_000000_054029_leftImg8bit.png,hamburg_000000_054029_leftImg8bit.txt
192,bremen_000040_000019_leftImg8bit.png,bremen_000040_000019_leftImg8bit.txt
193,zurich_000080_000019_leftImg8bit.png,zurich_000080_000019_leftImg8bit.txt
194,stuttgart_000003_000019_leftImg8bit.png,stuttgart_000003_000019_leftImg8bit.txt
195,aachen_000036_000019_leftImg8bit.png,aachen_000036_000019_leftImg8bit.txt
196,stuttgart_000128_000019_leftImg8bit.png,stuttgart_000128_000019_leftImg8bit.txt
197,jena_000104_000019_leftImg8bit.png,jena_000104_000019_leftImg8bit.txt
198,stuttgart_000094_000019_leftImg8bit.png,stuttgart_000094_000019_leftImg8bit.txt
199,hamburg_000000_059720_leftImg8bit.png,hamburg_000000_059720_leftImg8bit.txt
200,dusseldorf_000138_000019_leftImg8bit.png,dusseldorf_000138_000019_leftImg8bit.txt
201,weimar_000001_000019_leftImg8bit.png,weimar_000001_000019_leftImg8bit.txt
202,hamburg_000000_092850_leftImg8bit.png,hamburg_000000_092850_leftImg8bit.txt
203,zurich_000114_000019_leftImg8bit.png,zurich_000114_000019_leftImg8bit.txt
204,dusseldorf_000141_000019_leftImg8bit.png,dusseldorf_000141_000019_leftImg8bit.txt
205,dusseldorf_000204_000019_leftImg8bit.png,dusseldorf_000204_000019_leftImg8bit.txt
206,monchengladbach_000000_012376_leftImg8bit.png,monchengladbach_000000_012376_leftImg8bit.txt
207,hamburg_000000_105464_leftImg8bit.png,hamburg_000000_105464_leftImg8bit.txt
208,dusseldorf_000024_000019_leftImg8bit.png,dusseldorf_000024_000019_leftImg8bit.txt
209,ulm_000023_000019_leftImg8bit.png,ulm_000023_000019_leftImg8bit.txt
210,strasbourg_000001_057129_leftImg8bit.png,strasbourg_000001_057129_leftImg8bit.txt
211,dusseldorf_000083_000019_leftImg8bit.png,dusseldorf_000083_000019_leftImg8bit.txt
212,tubingen_000038_000019_leftImg8bit.png,tubingen_000038_000019_leftImg8bit.txt
213,zurich_000048_000019_leftImg8bit.png,zurich_000048_000019_leftImg8bit.txt
214,tubingen_000012_000019_leftImg8bit.png,tubingen_000012_000019_leftImg8bit.txt
215,strasbourg_000000_007441_leftImg8bit.png,strasbourg_000000_007441_leftImg8bit.txt
216,strasbourg_000001_051574_leftImg8bit.png,strasbourg_000001_051574_leftImg8bit.txt
217,strasbourg_000001_037645_leftImg8bit.png,strasbourg_000001_037645_leftImg8bit.txt
218,tubingen_000014_000019_leftImg8bit.png,tubingen_000014_000019_leftImg8bit.txt
219,tubingen_000041_000019_leftImg8bit.png,tubingen_000041_000019_leftImg8bit.txt
220,bremen_000224_000019_leftImg8bit.png,bremen_000224_000019_leftImg8bit.txt
221,bremen_000050_000019_leftImg8bit.png,bremen_000050_000019_leftImg8bit.txt
222,dusseldorf_000207_000019_leftImg8bit.png,dusseldorf_000207_000019_leftImg8bit.txt
223,weimar_000099_000019_leftImg8bit.png,weimar_000099_000019_leftImg8bit.txt
224,dusseldorf_000110_000019_leftImg8bit.png,dusseldorf_000110_000019_leftImg8bit.txt
225,weimar_000139_000019_leftImg8bit.png,weimar_000139_000019_leftImg8bit.txt
226,cologne_000127_000019_leftImg8bit.png,cologne_000127_000019_leftImg8bit.txt
227,cologne_000152_000019_leftImg8bit.png,cologne_000152_000019_leftImg8bit.txt
228,tubingen_000044_000019_leftImg8bit.png,tubingen_000044_000019_leftImg8bit.txt
229,strasbourg_000001_034923_leftImg8bit.png,strasbourg_000001_034923_leftImg8bit.txt
230,hamburg_000000_096624_leftImg8bit.png,hamburg_000000_096624_leftImg8bit.txt
231,hamburg_000000_080674_leftImg8bit.png,hamburg_000000_080674_leftImg8bit.txt
232,stuttgart_000137_000019_leftImg8bit.png,stuttgart_000137_000019_leftImg8bit.txt
233,strasbourg_000001_059914_leftImg8bit.png,strasbourg_000001_059914_leftImg8bit.txt
234,strasbourg_000001_023271_leftImg8bit.png,strasbourg_000001_023271_leftImg8bit.txt
235,darmstadt_000066_000019_leftImg8bit.png,darmstadt_000066_000019_leftImg8bit.txt
236,aachen_000096_000019_leftImg8bit.png,aachen_000096_000019_leftImg8bit.txt
237,hamburg_000000_106102_leftImg8bit.png,hamburg_000000_106102_leftImg8bit.txt
238,tubingen_000031_000019_leftImg8bit.png,tubingen_000031_000019_leftImg8bit.txt
239,stuttgart_000002_000019_leftImg8bit.png,stuttgart_000002_000019_leftImg8bit.txt
240,weimar_000068_000019_leftImg8bit.png,weimar_000068_000019_leftImg8bit.txt
241,bremen_000272_000019_leftImg8bit.png,bremen_000272_000019_leftImg8bit.txt
242,hanover_000000_002140_leftImg8bit.png,hanover_000000_002140_leftImg8bit.txt
243,bremen_000160_000019_leftImg8bit.png,bremen_000160_000019_leftImg8bit.txt
244,strasbourg_000001_031976_leftImg8bit.png,strasbourg_000001_031976_leftImg8bit.txt
245,strasbourg_000001_017675_leftImg8bit.png,strasbourg_000001_017675_leftImg8bit.txt
246,strasbourg_000001_026856_leftImg8bit.png,strasbourg_000001_026856_leftImg8bit.txt
247,hamburg_000000_078842_leftImg8bit.png,hamburg_000000_078842_leftImg8bit.txt
248,tubingen_000111_000019_leftImg8bit.png,tubingen_000111_000019_leftImg8bit.txt
249,jena_000004_000019_leftImg8bit.png,jena_000004_000019_leftImg8bit.txt
250,erfurt_000016_000019_leftImg8bit.png,erfurt_000016_000019_leftImg8bit.txt
251,dusseldorf_000174_000019_leftImg8bit.png,dusseldorf_000174_000019_leftImg8bit.txt
252,hanover_000000_051842_leftImg8bit.png,hanover_000000_051842_leftImg8bit.txt
253,jena_000001_000019_leftImg8bit.png,jena_000001_000019_leftImg8bit.txt
254,hamburg_000000_023472_leftImg8bit.png,hamburg_000000_023472_leftImg8bit.txt
255,bremen_000134_000019_leftImg8bit.png,bremen_000134_000019_leftImg8bit.txt
256,hamburg_000000_015350_leftImg8bit.png,hamburg_000000_015350_leftImg8bit.txt
257,jena_000026_000019_leftImg8bit.png,jena_000026_000019_leftImg8bit.txt
258,tubingen_000060_000019_leftImg8bit.png,tubingen_000060_000019_leftImg8bit.txt
259,darmstadt_000084_000019_leftImg8bit.png,darmstadt_000084_000019_leftImg8bit.txt
260,weimar_000118_000019_leftImg8bit.png,weimar_000118_000019_leftImg8bit.txt
261,monchengladbach_000000_026602_leftImg8bit.png,monchengladbach_000000_026602_leftImg8bit.txt
262,hanover_000000_009420_leftImg8bit.png,hanover_000000_009420_leftImg8bit.txt
263,tubingen_000131_000019_leftImg8bit.png,tubingen_000131_000019_leftImg8bit.txt
264,hamburg_000000_073999_leftImg8bit.png,hamburg_000000_073999_leftImg8bit.txt
265,weimar_000089_000019_leftImg8bit.png,weimar_000089_000019_leftImg8bit.txt
266,strasbourg_000001_008771_leftImg8bit.png,strasbourg_000001_008771_leftImg8bit.txt
267,krefeld_000000_029704_leftImg8bit.png,krefeld_000000_029704_leftImg8bit.txt
268,darmstadt_000001_000019_leftImg8bit.png,darmstadt_000001_000019_leftImg8bit.txt
269,stuttgart_000062_000019_leftImg8bit.png,stuttgart_000062_000019_leftImg8bit.txt
270,krefeld_000000_015116_leftImg8bit.png,krefeld_000000_015116_leftImg8bit.txt
271,strasbourg_000001_003489_leftImg8bit.png,strasbourg_000001_003489_leftImg8bit.txt
272,zurich_000053_000019_leftImg8bit.png,zurich_000053_000019_leftImg8bit.txt
273,stuttgart_000131_000019_leftImg8bit.png,stuttgart_000131_000019_leftImg8bit.txt
274,zurich_000034_000019_leftImg8bit.png,zurich_000034_000019_leftImg8bit.txt
275,aachen_000103_000019_leftImg8bit.png,aachen_000103_000019_leftImg8bit.txt
276,strasbourg_000001_005666_leftImg8bit.png,strasbourg_000001_005666_leftImg8bit.txt
277,darmstadt_000052_000019_leftImg8bit.png,darmstadt_000052_000019_leftImg8bit.txt
278,weimar_000013_000019_leftImg8bit.png,weimar_000013_000019_leftImg8bit.txt
279,strasbourg_000001_023515_leftImg8bit.png,strasbourg_000001_023515_leftImg8bit.txt
280,strasbourg_000000_035713_leftImg8bit.png,strasbourg_000000_035713_leftImg8bit.txt
281,weimar_000048_000019_leftImg8bit.png,weimar_000048_000019_leftImg8bit.txt
282,darmstadt_000038_000019_leftImg8bit.png,darmstadt_000038_000019_leftImg8bit.txt
283,stuttgart_000124_000019_leftImg8bit.png,stuttgart_000124_000019_leftImg8bit.txt
284,hanover_000000_051536_leftImg8bit.png,hanover_000000_051536_leftImg8bit.txt
285,bremen_000030_000019_leftImg8bit.png,bremen_000030_000019_leftImg8bit.txt
286,darmstadt_000078_000019_leftImg8bit.png,darmstadt_000078_000019_leftImg8bit.txt
287,zurich_000083_000019_leftImg8bit.png,zurich_000083_000019_leftImg8bit.txt
288,weimar_000011_000019_leftImg8bit.png,weimar_000011_000019_leftImg8bit.txt
289,cologne_000013_000019_leftImg8bit.png,cologne_000013_000019_leftImg8bit.txt
290,aachen_000166_000019_leftImg8bit.png,aachen_000166_000019_leftImg8bit.txt
291,bochum_000000_016260_leftImg8bit.png,bochum_000000_016260_leftImg8bit.txt
292,hamburg_000000_034049_leftImg8bit.png,hamburg_000000_034049_leftImg8bit.txt
293,cologne_000036_000019_leftImg8bit.png,cologne_000036_000019_leftImg8bit.txt
294,darmstadt_000046_000019_leftImg8bit.png,darmstadt_000046_000019_leftImg8bit.txt
295,monchengladbach_000000_031360_leftImg8bit.png,monchengladbach_000000_031360_leftImg8bit.txt
296,strasbourg_000001_047955_leftImg8bit.png,strasbourg_000001_047955_leftImg8bit.txt
297,krefeld_000000_015687_leftImg8bit.png,krefeld_000000_015687_leftImg8bit.txt
298,darmstadt_000077_000019_leftImg8bit.png,darmstadt_000077_000019_leftImg8bit.txt
299,bremen_000184_000019_leftImg8bit.png,bremen_000184_000019_leftImg8bit.txt
300,strasbourg_000001_004983_leftImg8bit.png,strasbourg_000001_004983_leftImg8bit.txt
301,strasbourg_000000_030706_leftImg8bit.png,strasbourg_000000_030706_leftImg8bit.txt
302,hamburg_000000_055039_leftImg8bit.png,hamburg_000000_055039_leftImg8bit.txt
303,weimar_000052_000019_leftImg8bit.png,weimar_000052_000019_leftImg8bit.txt
304,monchengladbach_000000_031005_leftImg8bit.png,monchengladbach_000000_031005_leftImg8bit.txt
305,aachen_000072_000019_leftImg8bit.png,aachen_000072_000019_leftImg8bit.txt
306,dusseldorf_000171_000019_leftImg8bit.png,dusseldorf_000171_000019_leftImg8bit.txt
307,tubingen_000103_000019_leftImg8bit.png,tubingen_000103_000019_leftImg8bit.txt
308,bremen_000211_000019_leftImg8bit.png,bremen_000211_000019_leftImg8bit.txt
309,aachen_000023_000019_leftImg8bit.png,aachen_000023_000019_leftImg8bit.txt
